mydate	monthf	EIRscaled	start_st	time
27-Jan-01	1	1.012968639	25-Oct-84	687
1-Feb-01	2	1.00E-04	25-Oct-84	688
6-Feb-01	2	1.00E-04	25-Oct-84	689
11-Feb-01	2	1.00E-04	25-Oct-84	690
16-Feb-01	2	1.00E-04	25-Oct-84	691
21-Feb-01	2	1.00E-04	25-Oct-84	692
26-Feb-01	2	1.00E-04	25-Oct-84	693
3-Mar-01	3	1.00E-04	25-Oct-84	694
8-Mar-01	3	1.00E-04	25-Oct-84	695
13-Mar-01	3	1.00E-04	25-Oct-84	696
18-Mar-01	3	1.00E-04	25-Oct-84	697
23-Mar-01	3	1.00E-04	25-Oct-84	698
28-Mar-01	3	1.00E-04	25-Oct-84	699
2-Apr-01	4	1.00E-04	25-Oct-84	700
7-Apr-01	4	1.00E-04	25-Oct-84	701
12-Apr-01	4	1.00E-04	25-Oct-84	702
17-Apr-01	4	1.00E-04	25-Oct-84	703
22-Apr-01	4	1.00E-04	25-Oct-84	704
27-Apr-01	4	1.00E-04	25-Oct-84	705
2-May-01	5	3.276585711	25-Oct-84	706
7-May-01	5	3.276585711	25-Oct-84	707
12-May-01	5	3.276585711	25-Oct-84	708
17-May-01	5	3.276585711	25-Oct-84	709
22-May-01	5	3.276585711	25-Oct-84	710
27-May-01	5	3.276585711	25-Oct-84	711
1-Jun-01	6	2.311718934	25-Oct-84	712
6-Jun-01	6	2.311718934	25-Oct-84	713
11-Jun-01	6	2.311718934	25-Oct-84	714
16-Jun-01	6	2.311718934	25-Oct-84	715
21-Jun-01	6	2.311718934	25-Oct-84	716
26-Jun-01	6	2.311718934	25-Oct-84	717
1-Jul-01	7	2.311718934	25-Oct-84	718
6-Jul-01	7	2.311718934	25-Oct-84	719
11-Jul-01	7	2.311718934	25-Oct-84	720
16-Jul-01	7	2.311718934	25-Oct-84	721
21-Jul-01	7	2.311718934	25-Oct-84	722
26-Jul-01	7	2.311718934	25-Oct-84	723
31-Jul-01	7	2.311718934	25-Oct-84	724
5-Aug-01	8	1.745814666	25-Oct-84	725
10-Aug-01	8	1.745814666	25-Oct-84	726
15-Aug-01	8	1.745814666	25-Oct-84	727
20-Aug-01	8	1.745814666	25-Oct-84	728
25-Aug-01	8	1.745814666	25-Oct-84	729
30-Aug-01	8	1.745814666	25-Oct-84	730
4-Sep-00	9	0.928082999	25-Oct-84	731
9-Sep-00	9	0.928082999	25-Oct-84	732
14-Sep-00	9	0.928082999	25-Oct-84	733
19-Sep-00	9	0.928082999	25-Oct-84	734
24-Sep-00	9	0.928082999	25-Oct-84	735
29-Sep-00	9	0.928082999	25-Oct-84	736
4-Oct-00	10	1.00E-04	25-Oct-84	737
9-Oct-00	10	1.00E-04	25-Oct-84	738
14-Oct-00	10	1.00E-04	25-Oct-84	739
19-Oct-00	10	1.00E-04	25-Oct-84	740
24-Oct-00	10	1.00E-04	25-Oct-84	741
29-Oct-00	10	1.00E-04	25-Oct-84	742
3-Nov-00	11	1.00E-04	25-Oct-84	743
8-Nov-00	11	1.00E-04	25-Oct-84	744
13-Nov-00	11	1.00E-04	25-Oct-84	745
18-Nov-00	11	1.00E-04	25-Oct-84	746
23-Nov-00	11	1.00E-04	25-Oct-84	747
28-Nov-00	11	1.00E-04	25-Oct-84	748
3-Dec-00	12	0.413110116	25-Oct-84	749
8-Dec-00	12	0.413110116	25-Oct-84	750
13-Dec-00	12	0.413110116	25-Oct-84	751
18-Dec-00	12	0.413110116	25-Oct-84	752
23-Dec-00	12	0.413110116	25-Oct-84	753
28-Dec-00	12	0.413110116	25-Oct-84	754
2-Jan-01	1	1.012968639	25-Oct-84	755
7-Jan-01	1	1.012968639	25-Oct-84	756
12-Jan-01	1	1.012968639	25-Oct-84	757
17-Jan-01	1	1.012968639	25-Oct-84	758
22-Jan-01	1	1.012968639	25-Oct-84	759
27-Jan-01	1	1.012968639	25-Oct-84	760
1-Feb-01	2	1.00E-04	25-Oct-84	761
6-Feb-01	2	1.00E-04	25-Oct-84	762
11-Feb-01	2	1.00E-04	25-Oct-84	763
16-Feb-01	2	1.00E-04	25-Oct-84	764
21-Feb-01	2	1.00E-04	25-Oct-84	765
26-Feb-01	2	1.00E-04	25-Oct-84	766
3-Mar-01	3	1.00E-04	25-Oct-84	767
8-Mar-01	3	1.00E-04	25-Oct-84	768
13-Mar-01	3	1.00E-04	25-Oct-84	769
18-Mar-01	3	1.00E-04	25-Oct-84	770
23-Mar-01	3	1.00E-04	25-Oct-84	771
28-Mar-01	3	1.00E-04	25-Oct-84	772
2-Apr-01	4	1.00E-04	25-Oct-84	773
7-Apr-01	4	1.00E-04	25-Oct-84	774
12-Apr-01	4	1.00E-04	25-Oct-84	775
17-Apr-01	4	1.00E-04	25-Oct-84	776
22-Apr-01	4	1.00E-04	25-Oct-84	777
27-Apr-01	4	1.00E-04	25-Oct-84	778
2-May-01	5	3.276585711	25-Oct-84	779
7-May-01	5	3.276585711	25-Oct-84	780
12-May-01	5	3.276585711	25-Oct-84	781
17-May-01	5	3.276585711	25-Oct-84	782
22-May-01	5	3.276585711	25-Oct-84	783
27-May-01	5	3.276585711	25-Oct-84	784
1-Jun-01	6	2.311718934	25-Oct-84	785
6-Jun-01	6	2.311718934	25-Oct-84	786
11-Jun-01	6	2.311718934	25-Oct-84	787
16-Jun-01	6	2.311718934	25-Oct-84	788
21-Jun-01	6	2.311718934	25-Oct-84	789
26-Jun-01	6	2.311718934	25-Oct-84	790
1-Jul-01	7	2.311718934	25-Oct-84	791
6-Jul-01	7	2.311718934	25-Oct-84	792
11-Jul-01	7	2.311718934	25-Oct-84	793
16-Jul-01	7	2.311718934	25-Oct-84	794
21-Jul-01	7	2.311718934	25-Oct-84	795
26-Jul-01	7	2.311718934	25-Oct-84	796
31-Jul-01	7	2.311718934	25-Oct-84	797
5-Aug-01	8	1.745814666	25-Oct-84	798
10-Aug-01	8	1.745814666	25-Oct-84	799
15-Aug-01	8	1.745814666	25-Oct-84	800
20-Aug-01	8	1.745814666	25-Oct-84	801
25-Aug-01	8	1.745814666	25-Oct-84	802
30-Aug-01	8	1.745814666	25-Oct-84	803
4-Sep-00	9	0.928082999	25-Oct-84	804
9-Sep-00	9	0.928082999	25-Oct-84	805
14-Sep-00	9	0.928082999	25-Oct-84	806
19-Sep-00	9	0.928082999	25-Oct-84	807
24-Sep-00	9	0.928082999	25-Oct-84	808
29-Sep-00	9	0.928082999	25-Oct-84	809
4-Oct-00	10	1.00E-04	25-Oct-84	810
9-Oct-00	10	1.00E-04	25-Oct-84	811
14-Oct-00	10	1.00E-04	25-Oct-84	812
19-Oct-00	10	1.00E-04	25-Oct-84	813
24-Oct-00	10	1.00E-04	25-Oct-84	814
29-Oct-00	10	1.00E-04	25-Oct-84	815
3-Nov-00	11	1.00E-04	25-Oct-84	816
8-Nov-00	11	1.00E-04	25-Oct-84	817
13-Nov-00	11	1.00E-04	25-Oct-84	818
18-Nov-00	11	1.00E-04	25-Oct-84	819
23-Nov-00	11	1.00E-04	25-Oct-84	820
28-Nov-00	11	1.00E-04	25-Oct-84	821
3-Dec-00	12	0.413110116	25-Oct-84	822
8-Dec-00	12	0.413110116	25-Oct-84	823
13-Dec-00	12	0.413110116	25-Oct-84	824
18-Dec-00	12	0.413110116	25-Oct-84	825
23-Dec-00	12	0.413110116	25-Oct-84	826
28-Dec-00	12	0.413110116	25-Oct-84	827
