mydate	monthf	EIRscaled	start_st	time
15-Aug-01	8	0.3599	25-Oct-84	614
20-Aug-01	8	0.3599	25-Oct-84	615
25-Aug-01	8	0.3599	25-Oct-84	616
30-Aug-01	8	0.3599	25-Oct-84	617
4-Sep-01	9	0.3599	25-Oct-84	618
5-Sep-98	9	0.176	25-Oct-84	619
10-Sep-98	9	0.176	25-Oct-84	620
15-Sep-98	9	0.176	25-Oct-84	621
20-Sep-98	9	0.176	25-Oct-84	622
25-Sep-98	9	0.176	25-Oct-84	623
30-Sep-98	9	0.176	25-Oct-84	624
5-Oct-98	10	0.0103	25-Oct-84	625
10-Oct-98	10	0.0103	25-Oct-84	626
15-Oct-98	10	0.0103	25-Oct-84	627
20-Oct-98	10	0.0103	25-Oct-84	628
25-Oct-98	10	0.0103	25-Oct-84	629
30-Oct-98	10	0.0103	25-Oct-84	630
4-Nov-98	11	0.0103	25-Oct-84	631
9-Nov-98	11	0.0103	25-Oct-84	632
14-Nov-98	11	0.0103	25-Oct-84	633
19-Nov-98	11	0.0103	25-Oct-84	634
24-Nov-98	11	0.0103	25-Oct-84	635
29-Nov-98	11	0.0103	25-Oct-84	636
4-Dec-98	12	0.076	25-Oct-84	637
9-Dec-98	12	0.076	25-Oct-84	638
14-Dec-98	12	0.076	25-Oct-84	639
19-Dec-98	12	0.076	25-Oct-84	640
24-Dec-98	12	0.076	25-Oct-84	641
29-Dec-98	12	0.076	25-Oct-84	642
3-Jan-99	1	0.076	25-Oct-84	643
8-Jan-99	1	0.076	25-Oct-84	644
13-Jan-99	1	0.076	25-Oct-84	645
18-Jan-99	1	0.076	25-Oct-84	646
23-Jan-99	1	0.076	25-Oct-84	647
28-Jan-99	1	0.076	25-Oct-84	648
2-Feb-99	2	0.3599	25-Oct-84	649
7-Feb-99	2	0.3599	25-Oct-84	650
12-Feb-99	2	0.3599	25-Oct-84	651
17-Feb-99	2	0.3599	25-Oct-84	652
22-Feb-99	2	0.3599	25-Oct-84	653
27-Feb-99	2	0.3599	25-Oct-84	654
4-Mar-99	3	1.0934	25-Oct-84	655
9-Mar-99	3	1.0934	25-Oct-84	656
14-Mar-99	3	1.0934	25-Oct-84	657
19-Mar-99	3	1.0934	25-Oct-84	658
24-Mar-99	3	1.0934	25-Oct-84	659
29-Mar-99	3	1.0934	25-Oct-84	660
